movieId,title,genres,year
33679,Mr. & Mrs. Smith ,"['Action', 'Adventure', 'Comedy', 'Romance']",2005
33794,Batman Begins ,"['Action', 'Crime', 'IMAX']",2005
34048,War of the Worlds ,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",2005
34162,Wedding Crashers ,"['Comedy', 'Romance']",2005
34405,Serenity ,"['Action', 'Adventure', 'Sci-Fi']",2005
35836,"40-Year-Old Virgin, The ","['Comedy', 'Romance']",2005
40815,Harry Potter and the Goblet of Fire ,"['Adventure', 'Fantasy', 'Thriller', 'IMAX']",2005
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The ","['Adventure', 'Children', 'Fantasy']",2005
44191,V for Vendetta ,"['Action', 'Sci-Fi', 'Thriller', 'IMAX']",2006
45499,X-Men: The Last Stand ,"['Action', 'Sci-Fi', 'Thriller']",2006
45722,Pirates of the Caribbean: Dead Man's Chest ,"['Action', 'Adventure', 'Fantasy']",2006
46578,Little Miss Sunshine ,"['Adventure', 'Comedy', 'Drama']",2006
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,['Comedy'],2006
48394,"Pan's Labyrinth (Laberinto del fauno, El) ","['Drama', 'Fantasy', 'Thriller']",2006
48516,"Departed, The ","['Crime', 'Drama', 'Thriller']",2006
48774,Children of Men ,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']",2006
48780,"Prestige, The ","['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",2006
49272,Casino Royale ,"['Action', 'Adventure', 'Thriller']",2006
49530,Blood Diamond ,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller', 'War']",2006
50872,Ratatouille ,"['Animation', 'Children', 'Drama']",2007
51255,Hot Fuzz ,"['Action', 'Comedy', 'Crime', 'Mystery']",2007
51662,300 ,"['Action', 'Fantasy', 'War', 'IMAX']",2007
52973,Knocked Up ,"['Comedy', 'Drama', 'Romance']",2007
53125,Pirates of the Caribbean: At World's End ,"['Action', 'Adventure', 'Comedy', 'Fantasy']",2007
54001,Harry Potter and the Order of the Phoenix ,"['Adventure', 'Drama', 'Fantasy', 'IMAX']",2007
54286,"Bourne Ultimatum, The ","['Action', 'Crime', 'Thriller']",2007
54503,Superbad ,['Comedy'],2007
55820,No Country for Old Men ,"['Crime', 'Drama']",2007
56174,I Am Legend ,"['Action', 'Horror', 'Sci-Fi', 'Thriller', 'IMAX']",2007
56367,Juno ,"['Comedy', 'Drama', 'Romance']",2007
58559,"Dark Knight, The ","['Action', 'Crime', 'Drama', 'IMAX']",2008
59315,Iron Man ,"['Action', 'Adventure', 'Sci-Fi']",2008
59784,Kung Fu Panda ,"['Action', 'Animation', 'Children', 'Comedy', 'IMAX']",2008
60069,WALL·E ,"['Adventure', 'Animation', 'Children', 'Romance', 'Sci-Fi']",2008
63082,Slumdog Millionaire ,"['Crime', 'Drama', 'Romance']",2008
68157,Inglourious Basterds ,"['Action', 'Drama', 'War']",2009
68358,Star Trek ,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",2009
68954,Up ,"['Adventure', 'Animation', 'Children', 'Drama']",2009
69122,"Hangover, The ","['Comedy', 'Crime']",2009
69844,Harry Potter and the Half-Blood Prince ,"['Adventure', 'Fantasy', 'Mystery', 'Romance', 'IMAX']",2009
70286,District 9 ,"['Mystery', 'Sci-Fi', 'Thriller']",2009
71535,Zombieland ,"['Action', 'Comedy', 'Horror']",2009
72998,Avatar ,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",2009
73017,Sherlock Holmes ,"['Action', 'Crime', 'Mystery', 'Thriller']",2009
74458,Shutter Island ,"['Drama', 'Mystery', 'Thriller']",2010
76093,How to Train Your Dragon ,"['Adventure', 'Animation', 'Children', 'Fantasy', 'IMAX']",2010
78499,Toy Story 3 ,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy', 'IMAX']",2010
79132,Inception ,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller', 'IMAX']",2010
80463,"Social Network, The ",['Drama'],2010
81845,"King's Speech, The ",['Drama'],2010
88125,Harry Potter and the Deathly Hallows: Part 2 ,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'IMAX']",2011
89745,"Avengers, The ","['Action', 'Adventure', 'Sci-Fi', 'IMAX']",2012
91500,The Hunger Games ,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']",2012
91529,"Dark Knight Rises, The ","['Action', 'Adventure', 'Crime', 'IMAX']",2012
96079,Skyfall ,"['Action', 'Adventure', 'Thriller', 'IMAX']",2012
99114,Django Unchained ,"['Action', 'Drama', 'Western']",2012
106782,"Wolf of Wall Street, The ","['Comedy', 'Crime', 'Drama']",2013
109374,"Grand Budapest Hotel, The ","['Comedy', 'Drama']",2014
109487,Interstellar ,"['Sci-Fi', 'IMAX']",2014
112852,Guardians of the Galaxy ,"['Action', 'Adventure', 'Sci-Fi']",2014
116797,The Imitation Game ,"['Drama', 'Thriller', 'War']",2014
122904,Deadpool ,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",2016
